order_lat,order_lng,driver_lat,driver_lng,driver_rating,driver_count,selected
37.55667809110166,126.96575733895851,37.555752556446016,126.97423089625372,4.95,40,0
37.55667809110166,126.96575733895851,37.56218057030496,126.96482609682481,4.87,4,0
37.562835529895615,126.97430646791976,37.55401119039535,126.97683730699124,4.22,14,1
37.562835529895615,126.97430646791976,37.56357877983896,126.96493663140122,4.03,17,0
37.562835529895615,126.97430646791976,37.56261671518603,126.97807421257716,4.77,72,0
37.56253642544328,126.96074906065847,37.56886214780887,126.95220951153124,4.77,132,1
37.56253642544328,126.96074906065847,37.5697829813177,126.96957105082363,4.99,50,0
37.56253642544328,126.96074906065847,37.55812773290605,126.96823438793079,4.45,146,0
37.5677387399068,126.96684316724406,37.57660735106337,126.97114538492805,4.2,164,1
37.5677387399068,126.96684316724406,37.572826561017365,126.96314476250458,4.1,171,0
37.5677387399068,126.96684316724406,37.569555519973775,126.9671312477463,4.99,64,0
37.569982581682694,126.96791206764786,37.56940942741161,126.95893892760488,4.29,55,1
37.569982581682694,126.96791206764786,37.563479537049176,126.96847805979125,4.79,78,0
37.569982581682694,126.96791206764786,37.570985681787796,126.9625761589045,4.34,135,0
37.55668907728329,126.96194884440675,37.55144244348652,126.9571474415983,4.26,142,1
37.55668907728329,126.96194884440675,37.56351529851488,126.96151810011536,4.93,121,0
37.55668907728329,126.96194884440675,37.56067523127839,126.96009670026427,4.39,56,0
37.569595894536825,126.97140791589472,37.566254495752105,126.97957206090975,4.69,8,1
37.569595894536825,126.97140791589472,37.57313496301985,126.96552566697856,4.65,4,0
37.569595894536825,126.97140791589472,37.575184911670405,126.98110160812708,4.3,142,0
37.56451960954735,126.97712713817994,37.57446981352914,126.96912855657324,4.34,19,1
37.56451960954735,126.97712713817994,37.55938497774028,126.98384500125853,4.93,167,0
37.56451960954735,126.97712713817994,37.56333362724742,126.97052384312751,4.1,39,0
37.56861624804745,126.9777090391608,37.57341450838073,126.97063791601366,4.53,185,1
37.56861624804745,126.9777090391608,37.57525846675197,126.96872223513122,4.43,181,0
37.56861624804745,126.9777090391608,37.562259158652594,126.97699065338757,4.64,30,0
37.565093475299314,126.97154651063056,37.57106385726942,126.96693105209677,4.53,14,1
37.565093475299314,126.97154651063056,37.56022925087947,126.96849774884973,4.86,29,0
37.565093475299314,126.97154651063056,37.56148593417651,126.96373248287138,4.28,21,0
37.569570563947664,126.96153490215204,37.56204986022989,126.95898546527468,4.81,2,1
37.569570563947664,126.96153490215204,37.572217965533135,126.96675806680989,4.21,48,0
37.569570563947664,126.96153490215204,37.567581612361444,126.95216431210609,4.76,64,0
37.56019766863656,126.96248403683994,37.55028056086467,126.95765471001869,4.21,45,1
37.56019766863656,126.96248403683994,37.561666104549765,126.96477857667756,4.49,7,0
37.56019766863656,126.96248403683994,37.56961301655422,126.95737512414952,4.88,185,0
37.55364970766467,126.97448969883453,37.55373465182435,126.9722527774462,4.21,190,1
37.55364970766467,126.97448969883453,37.561352519863114,126.97558872712689,4.85,5,0
37.55364970766467,126.97448969883453,37.5538727800267,126.96706560656573,4.34,158,0
37.552206945366294,126.96313103254795,37.55166010927361,126.96212128022759,4.22,170,1
37.552206945366294,126.96313103254795,37.56061627436371,126.96688453476251,4.36,79,0
37.552206945366294,126.96313103254795,37.54221849226121,126.95761928379233,4.03,86,0
37.56434013625084,126.96438528726244,37.56128459396462,126.9730293219575,4.09,7,1
37.56434013625084,126.96438528726244,37.5663668531413,126.96687101879806,4.34,39,0
37.56434013625084,126.96438528726244,37.56617557116329,126.97180509002344,4.81,82,0
37.552561433662596,126.97225437571518,37.54810255914922,126.97281876599257,4.15,73,1
37.552561433662596,126.97225437571518,37.54726759265276,126.96946130282477,4.43,157,0
37.552561433662596,126.97225437571518,37.55589445215917,126.97490453400098,4.54,137,0
37.565645927469205,126.97843592765531,37.56620167995314,126.97605289074905,4.41,199,1
37.565645927469205,126.97843592765531,37.55977814273228,126.97655453860075,4.97,32,0
37.565645927469205,126.97843592765531,37.55762232078412,126.98371756255102,4.68,35,0
37.55944138179096,126.97736917809661,37.55994409477251,126.98139191480244,4.4,26,1
37.55944138179096,126.97736917809661,37.568354046974406,126.98405406815215,4.86,65,0
37.55944138179096,126.97736917809661,37.56097354053823,126.96876581925474,4.43,45,0
37.55318552496272,126.96505811609009,37.55708290553903,126.95683521673476,4.57,200,1
37.55318552496272,126.96505811609009,37.55181138890669,126.9677119860206,4.42,58,0
37.55318552496272,126.96505811609009,37.55867227133111,126.9664088292006,4.33,71,0
37.560145423694614,126.96675348425077,37.555096994521364,126.9736699207788,4.39,70,1
37.560145423694614,126.96675348425077,37.564344679528304,126.97029947820292,4.87,4,0
37.560145423694614,126.96675348425077,37.56790144284696,126.96132185953567,4.46,25,0
37.55525831703753,126.96483261555942,37.55260670666501,126.96667574308022,4.53,80,1
37.55525831703753,126.96483261555942,37.561693312416104,126.9594568552975,4.35,198,0
37.55525831703753,126.96483261555942,37.56318211386885,126.96771456450573,4.69,185,0
37.55600942786467,126.97874170588821,37.546212071269146,126.97922544707713,4.1,181,1
37.55600942786467,126.97874170588821,37.55140705671308,126.97285233699786,4.45,109,0
37.55600942786467,126.97874170588821,37.55680263978416,126.97088071909248,4.94,27,0
37.568719435489214,126.96996868967084,37.57665997563275,126.96743147014656,4.63,104,1
37.568719435489214,126.96996868967084,37.57864909945723,126.97668499170085,4.05,134,0
37.568719435489214,126.96996868967084,37.576237264107206,126.96877958698724,4.42,0,0
37.56292065457724,126.97422462384343,37.57111556674079,126.97781170787023,4.97,64,1
37.56292065457724,126.97422462384343,37.568110767629086,126.9706233048086,4.41,14,0
37.56292065457724,126.97422462384343,37.565786531882914,126.96833623611944,4.85,32,0
37.55491471158031,126.96898513239002,37.56083767581881,126.96518808830511,4.65,179,1
37.55491471158031,126.96898513239002,37.544936309744116,126.97875990275821,4.43,3,0
37.55491471158031,126.96898513239002,37.561236262028984,126.9658050178834,4.09,142,0
37.56998803245103,126.96439957916209,37.56771372907305,126.96771414711058,4.1,9,1
37.56998803245103,126.96439957916209,37.572053679776054,126.95571007394511,4.61,184,0
37.56998803245103,126.96439957916209,37.56453140602368,126.97016056340301,4.66,100,0
37.5694638448135,126.97772765055171,37.57657845872469,126.98012757059458,4.94,162,1
37.5694638448135,126.97772765055171,37.5708499902845,126.9702527196175,4.5,187,0
37.5694638448135,126.97772765055171,37.568281507785876,126.97426027834781,4.85,157,0
37.551191859899085,126.96855010257919,37.54420418272221,126.97497388078772,4.21,171,1
37.551191859899085,126.96855010257919,37.54913275760558,126.96324872382542,4.14,13,0
37.551191859899085,126.96855010257919,37.544752417585805,126.97712799676472,4.31,58,0
37.55393677191117,126.97904688661507,37.55996339891698,126.97228845231706,4.24,1,1
37.55393677191117,126.97904688661507,37.55844103982428,126.98479450212727,4.55,193,0
37.55393677191117,126.97904688661507,37.559220664324776,126.9767762845509,4.08,93,0
37.55236288853356,126.97345065275223,37.56222336961363,126.97949847620806,4.35,56,1
37.55236288853356,126.97345065275223,37.55342885524013,126.97553884558702,4.05,156,0
37.55236288853356,126.97345065275223,37.56191138309958,126.96381454439698,4.15,148,0
37.559618280336714,126.96641718742293,37.56702373406625,126.96132010631342,4.75,6,1
37.559618280336714,126.96641718742293,37.56203297165843,126.97420919469772,4.17,82,0
37.559618280336714,126.96641718742293,37.5597927521175,126.95953792373096,4.01,119,0
37.562034826841106,126.9732857146386,37.55800719270399,126.97138120370983,4.47,156,1
37.562034826841106,126.9732857146386,37.55990525402879,126.96359202569013,4.8,199,0
37.562034826841106,126.9732857146386,37.562076163448914,126.97778716834878,4.54,13,0
37.55429728463589,126.96367145679027,37.56064330630106,126.95612550705253,4.85,18,1
37.55429728463589,126.96367145679027,37.549046032429835,126.96729382215229,4.45,182,0
37.55429728463589,126.96367145679027,37.56034782340452,126.96573081798799,4.91,154,0
37.55929559404539,126.97571789174063,37.56251287748248,126.98536528646457,4.53,143,1
37.55929559404539,126.97571789174063,37.553838848930255,126.97209872724919,4.08,86,0
37.55929559404539,126.97571789174063,37.557440426013,126.98503823313553,4.56,42,0
37.55522822620667,126.96332861138677,37.55917752845692,126.95816816582936,4.68,50,1
37.55522822620667,126.96332861138677,37.559029170528156,126.97329077750096,4.52,71,0
37.55522822620667,126.96332861138677,37.55893156331806,126.96534832926848,4.43,2,0
37.55020518493215,126.97846905513258,37.54045079464082,126.97796856344178,4.04,77,1
37.55020518493215,126.97846905513258,37.54369275128121,126.97661715505194,4.75,171,0
37.55020518493215,126.97846905513258,37.54779080454507,126.9791552303617,4.41,89,0
37.555530020706136,126.96882095806362,37.564436129885074,126.97167596523293,4.69,163,1
37.555530020706136,126.96882095806362,37.564196250360474,126.95943657054303,4.77,94,0
37.555530020706136,126.96882095806362,37.5511912752183,126.96791805073259,4.09,100,0
37.55661363971877,126.9724056156928,37.562799242065665,126.98148943833255,4.82,92,1
37.55661363971877,126.9724056156928,37.559566370306975,126.97509077351845,4.64,78,0
37.55661363971877,126.9724056156928,37.55979309079606,126.96453030549148,4.7,191,0
37.565258417816175,126.97993974311314,37.57484527475074,126.9759922623398,4.33,16,1
37.565258417816175,126.97993974311314,37.55528070498261,126.97685194348408,4.68,21,0
37.565258417816175,126.97993974311314,37.56308713092203,126.98861824474625,4.05,197,0
37.56088529142879,126.96691094037766,37.56040189549371,126.96418355575683,4.67,1,1
37.56088529142879,126.96691094037766,37.564509274023486,126.97080257183796,4.08,85,0
37.56088529142879,126.96691094037766,37.56670342136955,126.96593972455835,4.09,155,0
37.55818199587183,126.96756679021271,37.56011907706989,126.97066859940954,4.17,72,1
37.55818199587183,126.96756679021271,37.549588026029596,126.96629350121846,4.72,11,0
37.55818199587183,126.96756679021271,37.5669316250149,126.97442962040732,4.96,80,0
37.56726518068201,126.97452946770683,37.57703147379684,126.96501432505251,4.51,105,1
37.56726518068201,126.97452946770683,37.56414639019997,126.96768143672126,4.61,151,0
37.56726518068201,126.97452946770683,37.55872433995672,126.9768961747449,4.36,116,0
37.55375261046791,126.96756158258796,37.54381674444072,126.96891447910339,4.11,124,1
37.55375261046791,126.96756158258796,37.557472095021545,126.97342502957879,4.41,76,0
37.55375261046791,126.96756158258796,37.5460702402027,126.96508485137005,4.61,43,0
37.56613899803116,126.97084692763003,37.5681197732487,126.97559966528362,4.38,116,1
37.56613899803116,126.97084692763003,37.56374625787063,126.97862865971787,4.66,130,0
37.56613899803116,126.97084692763003,37.5618161425099,126.97789827803209,4.89,72,0
37.56218387004782,126.97837477566082,37.56141456126438,126.97864943623847,4.53,162,1
37.56218387004782,126.97837477566082,37.56532857744903,126.97064785972856,4.72,54,0
37.56218387004782,126.97837477566082,37.5648442167335,126.97578724530965,4.19,126,0
37.55231785237336,126.96938549793191,37.54550596619019,126.97502387144515,4.21,55,1
37.55231785237336,126.96938549793191,37.558772408514855,126.96534677761805,4.29,180,0
37.55231785237336,126.96938549793191,37.546902729225785,126.97397458116008,4.13,143,0
37.56026267826446,126.96952215079364,37.56502830015673,126.97200131381344,4.15,122,1
37.56026267826446,126.96952215079364,37.55280578828088,126.9715118629236,4.66,23,0
37.56026267826446,126.96952215079364,37.56461086809204,126.96424958771244,4.71,194,0
37.55835391174117,126.9689361688235,37.56521702546935,126.96820489655873,4.35,182,1
37.55835391174117,126.9689361688235,37.55875294411176,126.97240297282224,4.96,147,0
37.55835391174117,126.9689361688235,37.56661440449716,126.96783889429584,4.12,139,0
37.553924199464156,126.9775679274397,37.55309680755142,126.98380578754825,4.71,94,1
37.553924199464156,126.9775679274397,37.55373059675811,126.98083588255375,4.99,43,0
37.553924199464156,126.9775679274397,37.54894702977057,126.98041888518155,4.08,73,0
37.56872917856579,126.97657433510288,37.56615476964341,126.98009366363293,4.27,197,1
37.56872917856579,126.97657433510288,37.56853869487176,126.97035617483428,4.85,2,0
37.56872917856579,126.97657433510288,37.55948757993464,126.96700101855835,4.11,126,0
37.55466988867058,126.97280847588159,37.559372661757386,126.96530474673852,4.25,178,1
37.55466988867058,126.97280847588159,37.552367665964354,126.97276116462587,4.67,122,0
37.55466988867058,126.97280847588159,37.54518864657555,126.97583064462106,4.88,67,0
37.55947532881545,126.96021054844962,37.55257674038859,126.96835137237005,4.31,85,1
37.55947532881545,126.96021054844962,37.56705131869667,126.9665612183896,4.42,148,0
37.55947532881545,126.96021054844962,37.55432188334715,126.96592447489162,4.16,24,0
37.560774042713405,126.96951386979669,37.553743250635094,126.96101073440305,4.9,190,1
37.560774042713405,126.96951386979669,37.561805230978926,126.96165768343448,4.83,92,0
37.560774042713405,126.96951386979669,37.55310634322539,126.97755577627814,4.72,141,0
37.56326307970374,126.97028990367616,37.557438403332576,126.9774137332552,4.56,99,1
37.56326307970374,126.97028990367616,37.55496768898522,126.96580478866935,4.29,147,0
37.56326307970374,126.97028990367616,37.570654152586194,126.97779700124288,4.97,88,0
37.56531289229995,126.97636523013655,37.56595840167466,126.9776939203988,4.1,135,1
37.56531289229995,126.97636523013655,37.56117982222814,126.97595680888608,4.01,173,0
37.56531289229995,126.97636523013655,37.57517974283913,126.9859912745913,4.99,181,0
37.5676595512987,126.96518842380803,37.56154324964949,126.96105845578204,4.57,124,1
37.5676595512987,126.96518842380803,37.56177514203015,126.9655338074997,4.21,181,0
37.5676595512987,126.96518842380803,37.560379848290225,126.96854278851598,4.21,189,0
37.56254921433651,126.97309180481497,37.55777353912594,126.97206088964147,4.54,48,1
37.56254921433651,126.97309180481497,37.56427081490769,126.97956517638414,4.48,93,0
37.56254921433651,126.97309180481497,37.569200551246944,126.97740877647477,4.93,77,0
37.56695192282934,126.96829107342158,37.575331900176806,126.9629965069938,4.09,196,1
37.56695192282934,126.96829107342158,37.55815375541575,126.96595208648567,4.31,170,0
37.56695192282934,126.96829107342158,37.55782388653936,126.96240532307014,4.24,83,0
37.56873899559186,126.9667603884636,37.57641577560042,126.96064731971101,4.99,155,1
37.56873899559186,126.9667603884636,37.563202314076435,126.96913454460942,4.85,102,0
37.56873899559186,126.9667603884636,37.56695355658535,126.96055519314159,4.54,172,0
37.564312857056954,126.96301099770956,37.55844191805347,126.9673047316216,4.32,57,1
37.564312857056954,126.96301099770956,37.57366144924463,126.95912073876634,4.5,173,0
37.564312857056954,126.96301099770956,37.561026580630994,126.97099001425977,4.11,152,0
37.5554075711242,126.96424709208628,37.54632663417515,126.97163477146088,4.9,193,1
37.5554075711242,126.96424709208628,37.56416338131574,126.96460542769788,4.27,195,0
37.5554075711242,126.96424709208628,37.55182502167297,126.9577796603781,4.21,164,0
37.5577942023269,126.96738043125934,37.56161968103213,126.97049862521474,4.79,36,1
37.5577942023269,126.96738043125934,37.551693069036986,126.97396283259782,4.99,11,0
37.5577942023269,126.96738043125934,37.56581501619461,126.97181798589895,4.84,180,0
37.566171176576205,126.97222403936213,37.56488992912427,126.9822132137348,4.65,130,1
37.566171176576205,126.97222403936213,37.57057958558723,126.96904267666784,4.12,9,0
37.566171176576205,126.97222403936213,37.57204264667501,126.9684615820874,4.4,45,0
37.5601140696212,126.9676486573242,37.55927777320924,126.96731766732488,4.48,184,1
37.5601140696212,126.9676486573242,37.568799890333906,126.95971172430316,4.4,191,0
37.5601140696212,126.9676486573242,37.56098808500215,126.97684677862256,4.98,138,0
37.56650996753784,126.97605131440604,37.57585315231805,126.97551616875192,4.95,161,1
37.56650996753784,126.97605131440604,37.5743116723448,126.97261176639415,4.18,176,0
37.56650996753784,126.97605131440604,37.565671099539145,126.97566384739532,4.08,82,0
37.56044900016146,126.97191629916229,37.56236300479596,126.97930327393503,4.07,141,1
37.56044900016146,126.97191629916229,37.562398383752125,126.98053356515415,4.86,132,0
37.56044900016146,126.97191629916229,37.56005091179495,126.97913384957165,4.95,102,0
37.550133433201,126.97221870111872,37.55290866343495,126.96884687679075,4.23,7,1
37.550133433201,126.97221870111872,37.554539565213034,126.97182403692878,4.74,7,0
37.550133433201,126.97221870111872,37.55473027002883,126.96652211847208,4.7,149,0
37.55789385810971,126.97179316750845,37.55652828474392,126.97262501276504,4.32,175,1
37.55789385810971,126.97179316750845,37.566331974973444,126.96846325366964,4.32,156,0
37.55789385810971,126.97179316750845,37.550525341727145,126.97206184542658,4.94,162,0
37.553370206422166,126.97117792577667,37.5514595633831,126.97601110798503,4.84,9,1
37.553370206422166,126.97117792577667,37.5437025662752,126.96638024962883,4.86,42,0
37.553370206422166,126.97117792577667,37.55229814656387,126.96532301679017,4.58,47,0
37.560297422074306,126.9700065071663,37.55486440703624,126.96212858327365,4.06,103,1
37.560297422074306,126.9700065071663,37.555335412024625,126.97185312711973,4.52,67,0
37.560297422074306,126.9700065071663,37.56310609195585,126.96766207460111,4.28,198,0
37.56027316028087,126.97126248122171,37.556878820981254,126.96789565657254,4.12,124,1
37.56027316028087,126.97126248122171,37.56739316731991,126.96351606883515,4.97,148,0
37.56027316028087,126.97126248122171,37.55783047478365,126.96174784067487,4.03,74,0
37.551969190919564,126.97519511553178,37.54419766029117,126.96907472006107,4.91,143,1
37.551969190919564,126.97519511553178,37.556599631513286,126.97898030552133,4.5,147,0
37.551969190919564,126.97519511553178,37.554711236287794,126.97010797281422,4.05,161,0
37.56450099970463,126.97521093260083,37.56547010392654,126.98107326335838,4.75,63,1
37.56450099970463,126.97521093260083,37.56725623516566,126.97826293745794,4.26,150,0
37.56450099970463,126.97521093260083,37.56997638636079,126.97445905366583,4.89,130,0
37.555027353340044,126.97352148131759,37.54865542577767,126.97094948549908,4.4,80,1
37.555027353340044,126.97352148131759,37.564576990822744,126.97417705887588,4.16,42,0
37.555027353340044,126.97352148131759,37.55287310091533,126.98255832546586,4.04,87,0
37.562509818247925,126.97541312990363,37.571286217688545,126.97074203551932,4.77,126,1
37.562509818247925,126.97541312990363,37.560072280540126,126.9734629695034,4.68,152,0
37.562509818247925,126.97541312990363,37.5647205774643,126.97592010367636,4.73,92,0
37.556386270644616,126.97914723395117,37.54691580022171,126.98289323322697,4.84,58,1
37.556386270644616,126.97914723395117,37.56523933384855,126.98852230534716,4.67,130,0
37.556386270644616,126.97914723395117,37.55918083713206,126.97443651862314,4.18,68,0
37.55444210102186,126.9772059028143,37.54903961759901,126.97978427870082,4.23,75,1
37.55444210102186,126.9772059028143,37.549250612670534,126.97743374521633,4.08,172,0
37.55444210102186,126.9772059028143,37.55178750644224,126.97606510776839,4.76,23,0
37.56126869417262,126.96181375901224,37.55230525159842,126.95702963691114,4.34,139,1
37.56126869417262,126.96181375901224,37.556389292506225,126.9580195751862,4.99,177,0
37.56126869417262,126.96181375901224,37.56972753699115,126.96742608656642,4.61,5,0
37.56520884604174,126.97377349084384,37.559667787962304,126.97645429759586,4.75,86,1
37.56520884604174,126.97377349084384,37.56429163046789,126.98337444309001,4.21,57,0
37.56520884604174,126.97377349084384,37.567497332172174,126.98090237999135,4.83,43,0
37.56973855693169,126.96095711368378,37.567774627975844,126.96661074593285,4.86,63,1
37.56973855693169,126.96095711368378,37.5692121057316,126.9576793048899,4.11,35,0
37.56973855693169,126.96095711368378,37.567716747735524,126.9629126491982,4.95,37,0
37.55014127004778,126.96823295445549,37.542271412509876,126.96161967976495,4.55,157,1
37.55014127004778,126.96823295445549,37.55368166571776,126.9681807619735,4.34,2,0
37.55014127004778,126.96823295445549,37.54476570188586,126.95957067405168,4.99,137,0
37.568629936737494,126.96034732384824,37.566583771332645,126.9589729088848,4.7,160,1
37.568629936737494,126.96034732384824,37.563007104630664,126.95721656383171,4.88,45,0
37.568629936737494,126.96034732384824,37.56698187449354,126.97028783435657,4.52,65,0
37.561061704732886,126.97888091968963,37.562774543632756,126.97911375452408,4.98,125,1
37.561061704732886,126.97888091968963,37.55675008195575,126.98068303461577,4.3,69,0
37.561061704732886,126.97888091968963,37.557204761096074,126.97459525693334,4.7,101,0
37.551185217179146,126.97527073006535,37.54312904215987,126.97296004645527,4.85,2,1
37.551185217179146,126.97527073006535,37.558923803349124,126.98283926685275,4.11,86,0
37.551185217179146,126.97527073006535,37.546415606228685,126.97713023292201,4.39,36,0
37.5503349990106,126.9780677533793,37.55754593280253,126.98168198366541,4.17,33,1
37.5503349990106,126.9780677533793,37.54239138014661,126.97242250765446,4.69,131,0
37.5503349990106,126.9780677533793,37.553560070607745,126.97415518090453,4.63,153,0
37.55965491766672,126.97305768775165,37.566012779583225,126.97761807293818,4.72,27,1
37.55965491766672,126.97305768775165,37.55791230509399,126.9681078920638,4.34,51,0
37.55965491766672,126.97305768775165,37.5622965478746,126.965867874165,4.49,22,0
37.56996630311577,126.96141667790127,37.57628921055312,126.96434155575508,4.36,177,1
37.56996630311577,126.96141667790127,37.57031340499695,126.95836242436116,4.89,89,0
37.56996630311577,126.96141667790127,37.57187202554685,126.96365019818339,4.98,198,0
37.56597986817846,126.9611624919674,37.5614455894096,126.95260459733491,4.57,190,1
37.56597986817846,126.9611624919674,37.567740936433275,126.96670611540881,4.81,121,0
37.56597986817846,126.9611624919674,37.56325673129772,126.95334592249992,4.88,135,0
37.55157259224722,126.97253838168258,37.555570308042384,126.97225784859843,4.22,192,1
37.55157259224722,126.97253838168258,37.56017631119886,126.97336928084202,4.67,170,0
37.55157259224722,126.97253838168258,37.55042779345129,126.97757549909838,4.06,14,0
37.56141054716803,126.9709926154615,37.56288102394758,126.96651310229787,4.94,76,1
37.56141054716803,126.9709926154615,37.56466015116561,126.97850165324594,4.56,33,0
37.56141054716803,126.9709926154615,37.565590671232755,126.96240626469596,4.91,163,0
37.56352177319257,126.977739576041,37.57308593001711,126.97647529222931,4.41,25,1
37.56352177319257,126.977739576041,37.569977234577465,126.97745647031324,4.62,158,0
37.56352177319257,126.977739576041,37.57137773465,126.97889770970205,4.38,101,0
37.56346178685876,126.96595995469288,37.56686672958969,126.97069128981862,4.58,118,1
37.56346178685876,126.96595995469288,37.56242633585702,126.97152248861998,4.72,94,0
37.56346178685876,126.96595995469288,37.554496484548295,126.96394757874677,4.3,9,0
37.551963999457705,126.96857931385013,37.55908892583554,126.96343953863442,4.59,130,1
37.551963999457705,126.96857931385013,37.5471485374395,126.96216999652972,4.5,142,0
37.551963999457705,126.96857931385013,37.55736843456179,126.97804921422426,4.95,163,0
37.56591948193408,126.96402352567954,37.56695231518814,126.95749342853543,4.66,120,1
37.56591948193408,126.96402352567954,37.56346223625124,126.95533474511058,4.33,23,0
37.56591948193408,126.96402352567954,37.557231715103384,126.96593439627253,4.26,129,0
37.565104309362304,126.9791010135135,37.557421397739645,126.98854469666014,4.23,33,1
37.565104309362304,126.9791010135135,37.55662788623104,126.98659569637441,4.25,6,0
37.565104309362304,126.9791010135135,37.56705784338302,126.97633493660969,4.06,137,0
37.55517990580013,126.97479768342264,37.545995700294725,126.97645804742773,4.55,63,1
37.55517990580013,126.97479768342264,37.55532080642493,126.96594808504662,4.49,132,0
37.55517990580013,126.97479768342264,37.56054164232171,126.98268185957897,4.49,88,0
37.56632661543351,126.96444712776406,37.563441228101816,126.95906705590274,4.26,135,1
37.56632661543351,126.96444712776406,37.56696048647518,126.95583754878962,4.96,138,0
37.56632661543351,126.96444712776406,37.56760320025444,126.97391816341015,4.43,55,0
37.565955044178295,126.9721845771225,37.57275953884049,126.97859395316642,4.19,177,1
37.565955044178295,126.9721845771225,37.566939766988625,126.97831178558033,4.66,12,0
37.565955044178295,126.9721845771225,37.56366188936442,126.98046747255755,4.76,43,0
37.55408984709544,126.97458292426407,37.55906480051132,126.96737317787087,4.64,169,1
37.55408984709544,126.97458292426407,37.54859891824779,126.97156582006508,4.32,196,0
37.55408984709544,126.97458292426407,37.56123921567417,126.97377775104873,4.24,123,0
37.5575143442503,126.96776264144285,37.56379022494348,126.97769627069756,4.56,18,1
37.5575143442503,126.96776264144285,37.56637177562487,126.97249443528673,4.53,109,0
37.5575143442503,126.96776264144285,37.563960307788605,126.97241178573019,4.32,133,0
37.5511521044916,126.97436880985991,37.54394777342085,126.98265007189876,4.21,159,1
37.5511521044916,126.97436880985991,37.55788061676362,126.97628927043779,4.41,105,0
37.5511521044916,126.97436880985991,37.55044486252625,126.96546841713659,4.03,198,0
37.55269206681339,126.96563642791192,37.54705202671652,126.97526247728798,4.47,6,1
37.55269206681339,126.96563642791192,37.55611952791015,126.96988199443477,4.82,36,0
37.55269206681339,126.96563642791192,37.54829496308846,126.9634698764337,4.62,45,0
37.55210163228757,126.97526265128548,37.54729293399536,126.97958625345947,4.09,25,1
37.55210163228757,126.97526265128548,37.552356977575315,126.97652196951216,4.62,161,0
37.55210163228757,126.97526265128548,37.561245187745,126.97030139172357,4.82,151,0
37.55319149973466,126.96369773835279,37.54820422215535,126.96800030953632,4.96,188,1
37.55319149973466,126.96369773835279,37.55582046627166,126.9726227804549,4.75,158,0
37.55319149973466,126.96369773835279,37.54878060845378,126.97063390420207,4.78,92,0
